Jugador,Mín,Goles_Anotados_S,Tiros_Penales_Intentados_S,xG,npxG,ACG,Regates_intentados_S,Distancia_de_paso_progresiva_P,Cruce_en_el_área_de_penalización_P,Pases_progresivos_P,Pases_Largos_PT,Saques_de_esquina_hacia_adentro_PT,Pases_intentados_Cortos_P,Pases_intentados_Medios_P,Pases_intentados_Largos_P,Intercepciones_D,Barridas_en_la_defensa_D,Robos_intentados_PO,Distancia_de_traslado_progresivo_PO,Robos_intentados_PO,Penal_ejecutado_M,Posicion_adelantada_M
Pablo Sarabia,765,1,0,3.0,3.0,0.0,12.0,1260.0,4.0,41.0,2.0,18.0,176.0,92.0,59.0,2,4.0,12.0,522.0,12.0,0.0,3
Pablo Torre,63,0,0,0.0,0.0,1.0,1.0,110.0,0.0,4.0,1.0,0.0,27.0,8.0,6.0,2,0.0,1.0,55.0,1.0,0.0,0
Pape Gueye,1064,1,0,1.0,1.0,5.0,20.0,1988.0,1.0,56.0,1.0,0.0,201.0,193.0,86.0,22,12.0,20.0,778.0,20.0,2.0,1
Pape Matar Sarr,194,0,0,0.0,0.0,0.0,3.0,380.0,0.0,11.0,0.0,0.0,67.0,59.0,7.0,6,4.0,3.0,208.0,3.0,0.0,0
Pascal Groß,2969,8,0,5.0,5.0,11.0,30.0,7917.0,12.0,235.0,9.0,58.0,1009.0,748.0,295.0,13,21.0,30.0,2983.0,30.0,0.0,9
Pascal Struijk,2059,2,0,1.3,1.3,2.0,18.0,6492.0,3.0,114.0,0.0,0.0,625.0,458.0,99.0,31,39.0,18.0,1373.0,18.0,0.0,0
Patrick Bamford,1482,4,2,8.8,7.2,6.0,33.0,531.0,0.0,23.0,1.0,0.0,209.0,61.0,7.0,5,0.0,33.0,424.0,33.0,0.0,18
Patson Daka,1159,4,0,3.5,3.5,7.0,18.0,436.0,1.0,17.0,5.0,0.0,154.0,81.0,12.0,7,5.0,18.0,453.0,18.0,1.0,7
Pau Torres,2784,1,0,2.3,2.3,1.0,32.0,11676.0,1.0,188.0,8.0,0.0,615.0,936.0,380.0,13,25.0,32.0,7159.0,32.0,2.0,0
Paul Akouokou,440,0,0,0.2,0.2,0.0,5.0,518.0,0.0,8.0,1.0,0.0,63.0,63.0,18.0,12,12.0,5.0,97.0,5.0,0.0,0
Paul Onuachu,407,0,0,1.2,1.2,0.0,14.0,157.0,0.0,7.0,0.0,0.0,51.0,20.0,7.0,0,1.0,14.0,78.0,14.0,0.0,6
Pedri,1976,6,0,4.8,4.8,11.0,60.0,4967.0,2.0,184.0,24.0,1.0,632.0,546.0,198.0,13,15.0,60.0,3387.0,60.0,0.0,4
Pedro Bigas,1902,0,0,1.1,1.1,3.0,8.0,6853.0,1.0,79.0,0.0,0.0,300.0,458.0,188.0,32,29.0,8.0,2163.0,8.0,1.0,0
Pedro Neto,964,0,0,1.0,1.0,6.0,54.0,1035.0,4.0,24.0,2.0,11.0,186.0,118.0,54.0,4,4.0,54.0,1181.0,54.0,1.0,2
Pedro Porro,1042,2,0,1.7,1.7,4.0,41.0,2418.0,14.0,37.0,6.0,10.0,252.0,211.0,89.0,14,7.0,41.0,1303.0,41.0,0.0,1
Pere Milla,1781,6,3,5.2,2.8000000000000003,3.0,43.0,1702.0,2.0,64.0,2.0,0.0,272.0,162.0,62.0,9,17.0,43.0,921.0,43.0,1.0,12
Phil Foden,1612,10,0,5.0,5.0,14.0,69.0,2094.0,9.0,71.0,3.0,4.0,496.0,302.0,96.0,5,9.0,69.0,1718.0,69.0,1.0,6
Philip Billing,2674,7,0,4.8,4.8,6.0,44.0,2966.0,3.0,77.0,5.0,5.0,514.0,298.0,85.0,31,20.0,44.0,1622.0,44.0,0.0,3
Philippe Coutinho,788,1,0,1.2000000000000002,1.2000000000000002,0.0,34.0,976.0,2.0,48.0,5.0,3.0,210.0,112.0,36.0,4,8.0,34.0,739.0,34.0,0.0,2
Pierre-Emerick Aubameyang,563,1,0,1.4,1.4,0.0,5.0,229.0,1.0,3.0,0.0,0.0,70.0,29.0,4.0,2,1.0,5.0,260.0,5.0,0.0,0
Pol Lirola,616,1,0,0.2,0.2,0.0,19.0,1286.0,2.0,19.0,0.0,0.0,151.0,106.0,37.0,7,9.0,19.0,715.0,19.0,0.0,0
Pontus Jansson,724,1,0,0.30000000000000004,0.30000000000000004,1.0,2.0,1738.0,0.0,14.0,1.0,0.0,98.0,167.0,45.0,9,4.0,2.0,310.0,2.0,0.0,1
Portu,1609,0,0,0.7000000000000001,0.7000000000000001,3.0,41.0,2784.0,13.0,37.0,1.0,3.0,312.0,231.0,71.0,17,14.0,41.0,1363.0,41.0,0.0,7
Radamel Falcao,583,2,1,2.7,1.9000000000000001,0.0,16.0,208.0,0.0,13.0,0.0,0.0,91.0,37.0,7.0,2,1.0,16.0,119.0,16.0,0.0,11
Rafa Mir,1105,5,0,6.9,6.9,0.0,13.0,298.0,0.0,10.0,1.0,0.0,125.0,63.0,10.0,3,2.0,13.0,320.0,13.0,0.0,15
Raheem Sterling,1733,6,0,5.4,5.4,4.0,86.0,1276.0,9.0,53.0,6.0,7.0,354.0,172.0,29.0,2,5.0,86.0,1813.0,86.0,0.0,9
Raphinha,1936,7,0,8.6,8.6,15.0,98.0,3639.0,19.0,98.0,12.0,40.0,517.0,372.0,213.0,14,8.0,98.0,2649.0,98.0,0.0,14
Reece James,1244,1,0,0.9,0.9,3.0,40.0,4119.0,6.0,90.0,0.0,12.0,499.0,395.0,109.0,12,10.0,40.0,2018.0,40.0,1.0,4
Reinier,544,1,0,1.2,1.2,1.0,16.0,546.0,0.0,19.0,1.0,0.0,127.0,59.0,8.0,4,7.0,16.0,345.0,16.0,0.0,2
Reinildo Mandava,1857,0,0,0.2,0.2,1.0,24.0,5155.0,3.0,70.0,0.0,0.0,584.0,341.0,84.0,30,46.0,24.0,1819.0,24.0,0.0,0
Reiss Nelson,181,3,0,0.9,0.9,5.0,9.0,165.0,2.0,4.0,0.0,1.0,61.0,29.0,5.0,0,2.0,9.0,420.0,9.0,0.0,0
Remo Freuler,2161,0,0,0.5,0.5,0.0,12.0,3216.0,3.0,54.0,0.0,0.0,429.0,285.0,66.0,29,23.0,12.0,959.0,12.0,0.0,0
Renan Lodi,2169,0,0,0.8,0.8,4.0,38.0,3498.0,8.0,31.0,0.0,12.0,320.0,335.0,159.0,33,37.0,38.0,1361.0,38.0,0.0,2
Renato Tapia,1254,0,0,0.7000000000000001,0.7000000000000001,0.0,17.0,3306.0,1.0,59.0,0.0,1.0,256.0,322.0,137.0,17,19.0,17.0,1172.0,17.0,0.0,0
Ricardo Pereira,453,1,0,0.2,0.2,1.0,6.0,1528.0,3.0,27.0,0.0,0.0,145.0,123.0,27.0,4,7.0,6.0,320.0,6.0,0.0,0
Richarlison,995,1,0,2.9,2.9,5.0,31.0,693.0,3.0,28.0,4.0,0.0,140.0,81.0,18.0,5,13.0,31.0,717.0,31.0,2.0,9
Rico Henry,3148,0,0,1.5,1.5,5.0,48.0,4757.0,17.0,106.0,4.0,0.0,535.0,409.0,164.0,29,19.0,48.0,1769.0,48.0,1.0,2
Rico Lewis,633,0,0,0.1,0.1,0.0,10.0,1135.0,3.0,42.0,1.0,0.0,304.0,173.0,19.0,3,7.0,10.0,1106.0,10.0,0.0,0
Riyad Mahrez,1667,5,1,5.3999999999999995,4.6,20.0,65.0,2468.0,7.0,69.0,8.0,24.0,497.0,388.0,126.0,9,7.0,65.0,2211.0,65.0,0.0,6
Rob Holding,566,1,0,0.4,0.4,0.0,1.0,2701.0,0.0,24.0,1.0,0.0,152.0,207.0,69.0,3,4.0,1.0,881.0,1.0,0.0,0
Robert Lewandowski,2577,22,1,23.3,22.5,13.0,52.0,1459.0,2.0,86.0,13.0,0.0,383.0,193.0,42.0,2,2.0,52.0,1203.0,52.0,0.0,20
Roberto Firmino,1157,10,0,5.2,5.2,7.0,23.0,1872.0,1.0,76.0,7.0,0.0,309.0,150.0,26.0,6,2.0,23.0,680.0,23.0,0.0,5
Robin Koch,2995,0,0,1.0,1.0,2.0,2.0,10325.0,0.0,100.0,2.0,0.0,452.0,747.0,271.0,42,31.0,2.0,2520.0,2.0,0.0,1
Robin Le Normand,2616,0,0,0.9,0.9,1.0,2.0,8137.0,0.0,106.0,2.0,0.0,496.0,829.0,201.0,31,25.0,2.0,3326.0,2.0,0.0,2
Rodri,2808,2,0,4.5,4.5,10.0,35.0,11441.0,3.0,257.0,2.0,0.0,1145.0,1322.0,345.0,33,27.0,35.0,5414.0,35.0,0.0,3
Rodrigo,28180,45,1,46.1,45.300000000000004,73.0,680.0,37791.0,68.0,1495.0,40.0,32.0,5935.0,3172.0,1052.0,141,38.0,680.0,15679.0,680.0,1.0,103
Rodrigo Bentancur,1500,5,0,2.1,2.1,5.0,34.0,3178.0,4.0,76.0,3.0,0.0,413.0,336.0,70.0,20,15.0,34.0,1444.0,34.0,0.0,0
Rodrigo Ely,2885,0,0,0.6000000000000001,0.6000000000000001,2.0,6.0,9577.0,0.0,48.0,2.0,0.0,316.0,745.0,313.0,28,23.0,6.0,1902.0,6.0,0.0,2
Rodrigo Riquelme,2121,4,0,4.3,4.3,9.0,136.0,2243.0,7.0,85.0,4.0,6.0,338.0,224.0,69.0,11,8.0,136.0,3228.0,136.0,0.0,5
Rodrygo,2119,6,1,12.7,11.9,19.0,146.0,1894.0,2.0,75.0,2.0,3.0,607.0,168.0,39.0,8,2.0,146.0,3110.0,146.0,2.0,8
Romain Perraud,1835,2,0,1.1,1.1,5.0,38.0,3419.0,8.0,62.0,1.0,0.0,443.0,270.0,91.0,20,23.0,38.0,1388.0,38.0,0.0,3
Roque Mesa,1408,2,0,1.3,1.3,1.0,24.0,3859.0,3.0,105.0,3.0,0.0,294.0,304.0,142.0,10,16.0,24.0,1762.0,24.0,0.0,1
Ruben Loftus-Cheek,1388,0,0,0.8,0.8,4.0,54.0,2602.0,1.0,76.0,1.0,0.0,477.0,268.0,37.0,11,8.0,54.0,1854.0,54.0,0.0,1
Ryan Christie,1770,1,0,2.9,2.9,4.0,80.0,1978.0,2.0,67.0,6.0,11.0,311.0,188.0,80.0,26,10.0,80.0,1389.0,80.0,0.0,1
Ryan Fraser,313,0,0,0.30000000000000004,0.30000000000000004,0.0,2.0,289.0,1.0,9.0,0.0,0.0,59.0,41.0,8.0,0,0.0,2.0,322.0,2.0,0.0,1
Ryan Fredericks,533,0,0,0.0,0.0,1.0,10.0,735.0,1.0,15.0,0.0,0.0,96.0,88.0,15.0,1,2.0,10.0,395.0,10.0,0.0,0
Ryan Sessegnon,813,2,0,1.7,1.7,2.0,11.0,1075.0,3.0,22.0,2.0,0.0,213.0,120.0,29.0,6,9.0,11.0,815.0,11.0,0.0,7
Ryan Yates,1747,0,0,2.4,2.4,3.0,9.0,1732.0,0.0,42.0,0.0,0.0,231.0,230.0,60.0,9,17.0,9.0,568.0,9.0,1.0,1
Sam Greenwood,417,1,0,0.7000000000000001,0.7000000000000001,3.0,7.0,842.0,0.0,14.0,0.0,12.0,62.0,56.0,51.0,1,7.0,7.0,274.0,7.0,0.0,0
Sam Surridge,321,1,0,1.9000000000000001,1.9000000000000001,1.0,5.0,168.0,0.0,6.0,0.0,0.0,43.0,24.0,3.0,0,1.0,5.0,140.0,5.0,0.0,3
Saman Ghoddos,137,0,0,0.0,0.0,0.0,2.0,278.0,0.0,7.0,1.0,1.0,36.0,24.0,17.0,4,0.0,2.0,64.0,2.0,0.0,0
Samu Castillejo,1337,4,0,3.0,3.0,1.0,65.0,2123.0,6.0,75.0,2.0,20.0,277.0,193.0,88.0,9,8.0,65.0,1632.0,65.0,0.0,7
Samuel Chukwueze,2192,6,0,6.3,6.3,15.0,160.0,2038.0,7.0,76.0,9.0,2.0,432.0,263.0,70.0,11,7.0,160.0,3460.0,160.0,1.0,11
Samuel Edozie,567,0,0,0.8,0.8,0.0,37.0,354.0,1.0,13.0,1.0,0.0,93.0,34.0,10.0,6,6.0,37.0,741.0,37.0,1.0,1
Santi Comesaña,2215,3,0,2.3,2.3,3.0,52.0,4607.0,1.0,142.0,0.0,0.0,549.0,404.0,102.0,28,24.0,52.0,2013.0,52.0,0.0,4
Santiago Arzamendia,483,0,0,0.2,0.2,0.0,6.0,1025.0,0.0,17.0,0.0,1.0,94.0,73.0,36.0,2,7.0,6.0,349.0,6.0,0.0,1
Santiago Bueno,2957,0,0,1.1,1.1,4.0,4.0,10387.0,1.0,139.0,1.0,0.0,541.0,898.0,272.0,30,41.0,4.0,4358.0,4.0,2.0,2
Sasa Kalajdzic,45,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.0,0.0,3.0,0.0,0.0,0
Sasa Lukic,347,0,0,0.0,0.0,1.0,4.0,574.0,0.0,11.0,0.0,0.0,87.0,92.0,16.0,4,1.0,4.0,365.0,4.0,0.0,0
Scott McKenna,1571,0,0,0.1,0.1,1.0,7.0,4319.0,1.0,35.0,0.0,0.0,195.0,394.0,122.0,12,7.0,7.0,929.0,7.0,0.0,0
Scott McTominay,1131,1,0,1.2,1.2,0.0,26.0,1480.0,1.0,31.0,3.0,0.0,215.0,138.0,34.0,13,16.0,26.0,755.0,26.0,0.0,0
Seamus Coleman,1656,1,0,0.2,0.2,2.0,36.0,3826.0,7.0,61.0,0.0,0.0,350.0,299.0,99.0,22,21.0,36.0,925.0,36.0,0.0,2
Sean Longstaff,2428,1,0,3.4,3.4,6.0,27.0,4111.0,5.0,112.0,7.0,0.0,515.0,397.0,124.0,16,16.0,27.0,1135.0,27.0,0.0,5
Selim Amallah,267,2,0,0.7999999999999999,0.7999999999999999,2.0,25.0,268.0,0.0,10.0,0.0,0.0,38.0,30.0,8.0,5,7.0,25.0,254.0,25.0,0.0,1
Serge Aurier,1853,1,0,0.7,0.7,1.0,29.0,4288.0,6.0,68.0,1.0,0.0,443.0,323.0,90.0,29,40.0,29.0,1339.0,29.0,0.0,0
Sergi Darder,3077,6,0,2.8,2.8,9.0,123.0,7871.0,14.0,217.0,13.0,38.0,507.0,570.0,338.0,23,11.0,123.0,4275.0,123.0,0.0,2
Sergi Guardiola,1471,3,0,3.9,3.9,0.0,30.0,631.0,2.0,29.0,0.0,0.0,189.0,97.0,19.0,4,6.0,30.0,438.0,30.0,0.0,13
Sergi Roberto,1099,4,0,1.7999999999999998,1.7999999999999998,2.0,13.0,2313.0,6.0,82.0,1.0,0.0,439.0,256.0,58.0,10,12.0,13.0,1517.0,13.0,0.0,1
Sergio Akieme,2189,1,0,1.4,1.4,3.0,47.0,4779.0,16.0,58.0,3.0,0.0,467.0,373.0,123.0,13,19.0,47.0,2198.0,47.0,0.0,0
Sergio Busquets,2255,0,0,0.2,0.2,6.0,16.0,8493.0,3.0,236.0,15.0,0.0,783.0,772.0,212.0,27,24.0,16.0,2386.0,16.0,0.0,0
Sergio Camello,2288,6,0,7.2,7.2,7.0,43.0,680.0,0.0,38.0,1.0,0.0,261.0,149.0,24.0,2,3.0,43.0,948.0,43.0,0.0,11
Sergio Canales,2143,4,1,4.3,3.5,6.0,49.0,3854.0,9.0,127.0,11.0,23.0,609.0,366.0,180.0,11,9.0,49.0,2811.0,49.0,0.0,4
Sergio Escudero,1384,1,0,1.4,1.4,0.0,17.0,3540.0,8.0,38.0,0.0,5.0,278.0,259.0,124.0,24,20.0,17.0,764.0,17.0,0.0,1
Shandon Baptiste,608,0,0,0.4,0.4,4.0,13.0,1121.0,2.0,39.0,2.0,2.0,142.0,104.0,32.0,7,6.0,13.0,507.0,13.0,0.0,1
Shane Duffy,20,0,0,0.2,0.2,0.0,1.0,61.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,0,0.0,1.0,18.0,1.0,0.0,0
Solly March,2715,7,0,8.0,8.0,14.0,114.0,4026.0,15.0,135.0,3.0,33.0,526.0,481.0,208.0,24,16.0,114.0,3074.0,114.0,0.0,12
Stefan Bajcetic,526,1,0,0.7,0.7,1.0,16.0,694.0,1.0,24.0,0.0,0.0,118.0,89.0,29.0,9,5.0,16.0,450.0,16.0,0.0,0
Stefan Mitrovic,1410,0,0,0.1,0.1,0.0,1.0,3251.0,0.0,12.0,0.0,0.0,114.0,219.0,95.0,14,9.0,1.0,466.0,1.0,0.0,0
Stefan Savic,1853,0,0,0.2,0.2,1.0,5.0,7231.0,0.0,74.0,0.0,0.0,396.0,545.0,147.0,31,28.0,5.0,2506.0,5.0,0.0,1
Steve Cook,957,0,0,0.1,0.1,0.0,1.0,2511.0,1.0,19.0,0.0,0.0,99.0,261.0,91.0,12,4.0,1.0,577.0,1.0,0.0,0
Stuart Armstrong,1361,2,0,2.5,2.5,2.0,50.0,2173.0,7.0,74.0,3.0,0.0,333.0,221.0,54.0,9,15.0,50.0,1898.0,50.0,0.0,1
Suso,1005,2,0,0.9,0.9,6.0,39.0,2077.0,7.0,85.0,5.0,7.0,236.0,191.0,99.0,2,4.0,39.0,1192.0,39.0,0.0,7
Sven Botman,2947,0,0,2.4,2.4,1.0,1.0,10406.0,1.0,80.0,0.0,0.0,502.0,858.0,244.0,32,30.0,1.0,2550.0,1.0,0.0,2
Taiwo Awoniyi,1316,9,0,6.3,6.3,3.0,21.0,284.0,0.0,12.0,2.0,0.0,124.0,49.0,7.0,3,2.0,21.0,467.0,21.0,0.0,15
Takefusa Kubo,2208,8,0,5.3,5.3,11.0,100.0,2106.0,4.0,70.0,3.0,10.0,392.0,220.0,61.0,7,18.0,100.0,2803.0,100.0,2.0,20
Takehiro Tomiyasu,663,0,0,0.2,0.2,2.0,4.0,2036.0,2.0,51.0,2.0,0.0,200.0,199.0,56.0,14,12.0,4.0,624.0,4.0,0.0,0
Tanguy Nianzou,1321,1,0,0.5,0.5,0.0,12.0,3954.0,0.0,65.0,1.0,0.0,275.0,391.0,73.0,16,10.0,12.0,1373.0,12.0,0.0,0
Tariq Lamptey,453,0,0,0.2,0.2,0.0,28.0,854.0,5.0,26.0,1.0,0.0,149.0,116.0,21.0,7,6.0,28.0,808.0,28.0,0.0,0
Tete Morente,1798,3,0,3.0,3.0,2.0,58.0,2457.0,8.0,55.0,0.0,2.0,347.0,201.0,77.0,21,15.0,58.0,1506.0,58.0,1.0,8
Theo Walcott,963,2,0,2.0,2.0,1.0,23.0,423.0,2.0,11.0,0.0,0.0,131.0,58.0,11.0,9,7.0,23.0,591.0,23.0,0.0,14
Thiago Silva,2172,0,0,1.3,1.3,2.0,4.0,13085.0,0.0,98.0,0.0,0.0,675.0,976.0,250.0,30,22.0,4.0,3679.0,4.0,0.0,0
Thierry Correia,1809,0,0,0.2,0.2,1.0,32.0,5295.0,11.0,90.0,1.0,0.0,551.0,413.0,178.0,24,43.0,32.0,2163.0,32.0,2.0,1
Thilo Kehrer,2095,0,0,0.4,0.4,4.0,11.0,5473.0,1.0,56.0,1.0,0.0,419.0,469.0,111.0,32,24.0,11.0,1327.0,11.0,0.0,0
Thomas Lemar,1246,1,0,0.8,0.8,7.0,43.0,2765.0,6.0,79.0,6.0,5.0,432.0,237.0,82.0,7,10.0,43.0,1616.0,43.0,0.0,2
Thomas Partey,2393,3,0,2.2,2.2,5.0,43.0,8868.0,2.0,223.0,11.0,0.0,851.0,775.0,234.0,28,20.0,43.0,3662.0,43.0,0.0,0
Tim Ream,2897,1,0,0.2,0.2,0.0,15.0,12543.0,0.0,142.0,0.0,0.0,472.0,1035.0,379.0,41,15.0,15.0,5069.0,15.0,0.0,1
Timothy Castagne,3075,2,0,1.9000000000000001,1.9000000000000001,5.0,28.0,8100.0,10.0,104.0,3.0,0.0,968.0,566.0,125.0,43,50.0,28.0,1915.0,28.0,0.0,6
Tino Kadewere,478,1,0,1.6,1.6,0.0,11.0,198.0,0.0,2.0,0.0,0.0,71.0,38.0,10.0,1,2.0,11.0,310.0,11.0,0.0,5
Tom Cairney,909,2,0,1.4000000000000001,1.4000000000000001,3.0,18.0,2311.0,5.0,86.0,2.0,7.0,340.0,250.0,80.0,5,4.0,18.0,1457.0,18.0,0.0,0
Tom Davies,538,0,0,1.1,1.1,0.0,6.0,850.0,0.0,30.0,3.0,0.0,111.0,76.0,29.0,4,5.0,6.0,253.0,6.0,0.0,1
Tomas Soucek,2725,2,0,3.7,3.7,3.0,16.0,3305.0,6.0,87.0,0.0,1.0,449.0,325.0,102.0,50,39.0,16.0,664.0,16.0,0.0,2
Toni Kroos,1885,2,0,1.2,1.2,5.0,19.0,13093.0,7.0,282.0,3.0,27.0,856.0,846.0,369.0,19,11.0,19.0,3696.0,19.0,0.0,0
Toni Lato,881,1,0,0.4,0.4,3.0,10.0,2005.0,2.0,39.0,1.0,2.0,226.0,173.0,61.0,6,9.0,10.0,789.0,10.0,0.0,4
Toni Villa,986,1,0,1.0,1.0,7.0,76.0,1277.0,5.0,42.0,0.0,1.0,188.0,113.0,26.0,8,11.0,76.0,1264.0,76.0,0.0,8
Tosin Adarabioyo,1995,1,0,0.7000000000000001,0.7000000000000001,0.0,7.0,8056.0,0.0,92.0,2.0,0.0,293.0,707.0,210.0,24,19.0,7.0,2633.0,7.0,0.0,3
Trent Alexander-Arnold,2833,2,0,2.0,2.0,15.0,44.0,15626.0,25.0,223.0,26.0,16.0,1100.0,1006.0,613.0,43,31.0,44.0,3133.0,44.0,0.0,5
Trevoh Chalobah,1383,0,0,0.5,0.5,3.0,9.0,4686.0,1.0,70.0,0.0,0.0,414.0,528.0,87.0,23,19.0,9.0,1307.0,9.0,0.0,0
Tyler Adams,2156,0,0,0.0,0.0,1.0,22.0,5061.0,0.0,136.0,1.0,0.0,686.0,460.0,107.0,35,44.0,22.0,1555.0,22.0,0.0,1
Tyrell Malacia,1261,0,0,0.2,0.2,0.0,18.0,2642.0,0.0,39.0,0.0,2.0,420.0,204.0,60.0,22,31.0,18.0,984.0,18.0,0.0,3
Tyrese Francois,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
Tyrick Mitchell,2801,0,0,0.6000000000000001,0.6000000000000001,3.0,30.0,8035.0,8.0,99.0,0.0,0.0,679.0,617.0,165.0,42,42.0,30.0,1364.0,30.0,0.0,2
Tyrone Mings,3060,1,0,1.1,1.1,4.0,12.0,11611.0,0.0,110.0,1.0,0.0,579.0,971.0,284.0,52,10.0,12.0,4477.0,12.0,1.0,3
Umar Sadiq,322,3,0,2.0,2.0,0.0,15.0,69.0,0.0,3.0,0.0,0.0,24.0,12.0,1.0,0,0.0,15.0,220.0,15.0,0.0,11
Vedat Muriqi,2693,13,5,11.3,7.3999999999999995,5.0,26.0,1214.0,0.0,53.0,3.0,0.0,391.0,232.0,43.0,10,4.0,26.0,792.0,26.0,1.0,27
Vinicius Junior,2733,10,0,10.4,10.4,21.0,295.0,2340.0,2.0,84.0,4.0,0.0,647.0,252.0,71.0,6,10.0,295.0,5471.0,295.0,1.0,22
Virgil van Dijk,2835,3,0,2.5,2.5,3.0,1.0,16670.0,0.0,127.0,1.0,0.0,900.0,1306.0,344.0,31,13.0,1.0,3152.0,1.0,0.0,3
Vitaliy Mykolenko,2655,0,0,0.4,0.4,3.0,25.0,5874.0,11.0,100.0,1.0,1.0,585.0,477.0,147.0,46,36.0,25.0,1491.0,25.0,0.0,0
Vitaly Janelt,2118,3,0,2.0,2.0,4.0,24.0,3849.0,8.0,82.0,3.0,1.0,450.0,352.0,136.0,28,20.0,24.0,1225.0,24.0,0.0,2
Vladimir Coufal,1956,0,0,0.2,0.2,3.0,16.0,5835.0,12.0,79.0,0.0,0.0,368.0,395.0,205.0,37,33.0,16.0,1569.0,16.0,0.0,1
Wesley Fofana,1138,1,0,0.8,0.8,2.0,15.0,3029.0,0.0,42.0,0.0,0.0,347.0,404.0,52.0,28,19.0,15.0,2479.0,15.0,0.0,1
Weston McKennie,1295,0,0,0.6000000000000001,0.6000000000000001,2.0,15.0,2440.0,3.0,76.0,4.0,0.0,274.0,178.0,70.0,22,4.0,15.0,692.0,15.0,0.0,1
Wilfred Ndidi,1591,0,0,0.1,0.1,2.0,15.0,2825.0,0.0,51.0,1.0,0.0,421.0,345.0,65.0,36,30.0,15.0,1015.0,15.0,0.0,0
Wilfried Zaha,2288,7,2,6.6,4.9,7.0,137.0,1594.0,3.0,75.0,3.0,0.0,370.0,185.0,37.0,16,12.0,137.0,2139.0,137.0,1.0,14
Will Hughes,753,0,0,0.2,0.2,1.0,7.0,1091.0,0.0,31.0,1.0,2.0,181.0,112.0,24.0,16,11.0,7.0,587.0,7.0,0.0,0
William Carvalho,2284,3,0,3.2,3.2,6.0,49.0,6867.0,1.0,192.0,11.0,0.0,792.0,563.0,184.0,14,17.0,49.0,2472.0,49.0,0.0,2
William Saliba,2415,2,0,0.9,0.9,2.0,11.0,11617.0,0.0,99.0,0.0,0.0,767.0,905.0,144.0,19,23.0,11.0,3908.0,11.0,0.0,0
Willian,2036,5,0,3.5,3.5,10.0,69.0,2436.0,1.0,110.0,3.0,7.0,413.0,274.0,137.0,9,8.0,69.0,2685.0,69.0,0.0,4
Williot Swedberg,55,0,0,0.0,0.0,0.0,2.0,50.0,0.0,4.0,0.0,0.0,10.0,5.0,0.0,0,1.0,2.0,66.0,2.0,0.0,0
Willy Boly,614,0,0,0.0,0.0,1.0,2.0,1595.0,0.0,11.0,0.0,0.0,74.0,119.0,43.0,12,8.0,2.0,352.0,2.0,0.0,3
Wout Faes,2606,0,0,1.0,1.0,4.0,12.0,9929.0,0.0,72.0,2.0,0.0,619.0,907.0,211.0,40,26.0,12.0,3460.0,12.0,0.0,0
Wout Weghorst,783,0,0,1.8,1.8,2.0,9.0,446.0,0.0,17.0,4.0,0.0,118.0,40.0,13.0,7,6.0,9.0,154.0,9.0,0.0,5
Yan Couto,1065,1,0,0.4,0.4,4.0,56.0,1956.0,9.0,48.0,0.0,0.0,237.0,191.0,66.0,5,9.0,56.0,1711.0,56.0,0.0,2
Yangel Herrera,808,2,0,2.0,2.0,3.0,15.0,1102.0,1.0,43.0,3.0,0.0,167.0,112.0,38.0,3,9.0,15.0,569.0,15.0,0.0,1
Yannick Carrasco,2140,6,1,7.3,6.5,8.0,116.0,3264.0,7.0,81.0,4.0,34.0,566.0,260.0,90.0,12,21.0,116.0,3330.0,116.0,0.0,4
Yasin Ayari,22,0,0,0.0,0.0,0.0,0.0,94.0,0.0,2.0,1.0,0.0,6.0,2.0,3.0,0,0.0,0.0,25.0,0.0,0.0,0
Yerry Mina,504,2,0,1.4000000000000001,1.4000000000000001,0.0,2.0,1573.0,0.0,10.0,0.0,0.0,113.0,148.0,21.0,5,8.0,2.0,549.0,2.0,0.0,0
Yoane Wissa,1518,7,0,5.4,5.4,6.0,43.0,591.0,0.0,27.0,4.0,0.0,189.0,75.0,27.0,6,3.0,43.0,652.0,43.0,1.0,17
Youba Diarra,98,0,0,0.0,0.0,0.0,0.0,184.0,0.0,3.0,1.0,0.0,16.0,20.0,11.0,2,2.0,0.0,72.0,0.0,0.0,0
Youri Tielemans,2164,3,2,2.3000000000000003,0.8,3.0,30.0,7020.0,7.0,173.0,12.0,6.0,675.0,555.0,190.0,27,26.0,30.0,1978.0,30.0,0.0,1
Youssef En-Nesyri,1584,8,0,7.8,7.8,4.0,20.0,312.0,0.0,12.0,1.0,0.0,130.0,69.0,8.0,4,3.0,20.0,314.0,20.0,0.0,18
Youssouf Sabaly,1545,1,0,0.4,0.4,2.0,38.0,4149.0,1.0,70.0,0.0,0.0,475.0,292.0,55.0,18,26.0,38.0,1615.0,38.0,0.0,0
Yunus Musah,2107,0,0,1.7000000000000002,1.7000000000000002,3.0,69.0,2277.0,4.0,93.0,3.0,0.0,348.0,296.0,64.0,11,17.0,69.0,2416.0,69.0,0.0,3
